id	TARGET-40-0A4HLD-01A	TARGET-40-0A4HMC-01A	TARGET-40-0A4HX8-01A	TARGET-40-0A4HXS-01A	TARGET-40-0A4HY5-01A	TARGET-40-0A4I0Q-01A	TARGET-40-0A4I0S-01A	TARGET-40-0A4I0W-01A	TARGET-40-0A4I3S-01A	TARGET-40-0A4I42-01A	TARGET-40-0A4I48-01A	TARGET-40-0A4I4M-01A	TARGET-40-0A4I4O-01A	TARGET-40-0A4I5B-01A	TARGET-40-0A4I65-01A	TARGET-40-0A4I6O-01A	TARGET-40-0A4I8U-01A	TARGET-40-0A4I9K-01A	TARGET-40-PAKFVX-01A	TARGET-40-PAKXLD-01A	TARGET-40-PAKZZK-01A	TARGET-40-PALECC-01A	TARGET-40-PALFYN-01A	TARGET-40-PALHRL-01A	TARGET-40-PALKDP-01A	TARGET-40-PALKGN-01A	TARGET-40-PALWWX-01A	TARGET-40-PALZGU-01A	TARGET-40-PAMEKS-01A	TARGET-40-PAMHLF-01A	TARGET-40-PAMHYN-01A	TARGET-40-PAMJXS-01A	TARGET-40-PAMLKS-01A	TARGET-40-PAMRHD-01A	TARGET-40-PAMTCM-01A	TARGET-40-PAMYYJ-01A	TARGET-40-PANGPE-01A	TARGET-40-PANGRW-01A	TARGET-40-PANMIG-01A	TARGET-40-PANPUM-01A	TARGET-40-PANSEN-01A	TARGET-40-PANVJJ-01A	TARGET-40-PANXSC-01A	TARGET-40-PANZHX-01A	TARGET-40-PANZZJ-01A	TARGET-40-PAPIJR-01A	TARGET-40-PAPKWD-01A	TARGET-40-PAPNVD-01A	TARGET-40-PAPWWC-01A	TARGET-40-PAPXGT-01A	TARGET-40-PARBGW-01A	TARGET-40-PARDAX-01A	TARGET-40-PARFTG-01A	TARGET-40-PARGTM-01A	TARGET-40-PARJXU-01A	TARGET-40-PARKAF-01A	TARGET-40-PASEBY-01A	TARGET-40-PASEFS-01A	TARGET-40-PASFCV-01A	TARGET-40-PASKZZ-01A	TARGET-40-PASNZV-01A	TARGET-40-PASRNE-01A	TARGET-40-PASSLM-01A	TARGET-40-PASUUH-01A	TARGET-40-PASYUK-01A	TARGET-40-PATAWV-01A	TARGET-40-PATEEM-01A	TARGET-40-PATJVI-01A	TARGET-40-PATKSS-01A	TARGET-40-PATMIF-01A	TARGET-40-PATMPU-01A	TARGET-40-PATMXR-01A	TARGET-40-PATPBS-01A	TARGET-40-PATUXZ-01A	TARGET-40-PAUBIT-01A	TARGET-40-PAUTWB-01A	TARGET-40-PAUTYB-01A	TARGET-40-PAUUML-01A	TARGET-40-PAUVUL-01A	TARGET-40-PAUXPZ-01A	TARGET-40-PAUYTT-01A	TARGET-40-PAVALD-01A	TARGET-40-PAVCLP-01A	TARGET-40-PAVDTY-01A	TARGET-40-PAVECB-01A
LEO1	3.23953552	3.051894092	2.281134413	3.23091	3.426694144	3.680178	2.806860199	2.13937126	3.111281759	2.620469113	1.643440634	2.268344559	3.924973981	3.982947955	2.319762	2.625574	2.69113212	2.824014	4.068	3.177997497	3.534123872	3.388809473	2.352843254	3.362357667	3.85578	2.72320904	3.808292369	3.057242301	3.098773248	3.053962797	3.138912742	3.811378547	3.247213582	3.421115556	3.538873	3.451449	2.830681254	3.251961	2.460768771	3.076866892	3.249748715	3.555030801	3.027684877	3.09632933	2.576594694	2.768904169	2.835985	4.03229484	3.473618	2.945533	3.829514718	2.844727103	2.829139198	3.746043983	3.311474052	3.122523638	3.134976596	3.611195992	3.194922287	3.171302918	3.45878882	3.557164984	4.442724588	3.358424395	3.512606161	4.20618215	3.492442878	3.609967664	2.418621747	3.692952	3.184994323	3.690540016	3.46383168	3.264881676	4.01446242	2.843159786	2.932325792	3.038839995	2.951065525	3.066106417	2.617274971	3.688863	2.763284085	2.802751571	2.639000572
LHCGR	0.90288396	0.040120917	0.039559557	0	0.069152202	0.01192495	0	0.004465437	0.0824301	0.037733627	0.100439479	0	0.10259095	0.011924948	0.01049342	0.09031147	0.062674363	0.04474382	0	0.017351842	0.031254025	0.01235413	0.054084393	0.031395196	0.004033901	0	0	0.012783185	0.080794082	0.035483152	0.019061365	0	0	0.028993412	0	0.01421244	0	0.03491998	0.179128829	0.019630756	0.028710586	0.018206857	0	0.010779839	0.017351842	0.008773707	0.01535483	0.2577348	0	0.01392671	0.019773069	0.021337583	0	0.00992041	0.010206943	0	0.053111336	0.040120917	0.00662118	0.044464067	0.0223323	0	0.007051943	0.007051943	0.019773069	0	0.36109457	0	0	0.003746139	0.09990111	0.006477564	0.020484422	0.290778251	0.07121349	0.008630305	0.029982866	0	0	0.012640181	0.033652052	0	0	0	0.014640947
LIMK2	2.138323	2.145383996	2.169540231	1.473371	1.880528809	1.907852	1.89262417	2.31684085	3.448755617	1.997942693	2.841349225	2.564719594	2.447182434	2.614380048	2.033264	1.364236	1.552868871	1.506399	1.309176	1.421694581	2.067707546	1.950244434	3.155198728	1.528471302	2.361123	2.753155229	1.944446188	1.854235079	2.060842895	1.874993639	2.045827359	2.062501682	1.342042657	1.888850382	2.655008	2.30702	1.4760187	2.008523	1.457961944	2.385762336	2.336283388	2.344459256	2.3984051	1.767485309	2.031006943	1.813647816	1.93429	2.44681202	2.295517	1.892702	1.990374036	2.242175655	1.962252865	2.232077422	2.312955542	1.842295023	2.173639164	2.47886829	2.289008146	1.993638135	1.667301759	1.969122855	2.055820363	2.003350373	2.73430859	3.243059706	3.00662118	2.333366483	1.292133863	2.005292	2.147534646	1.903732448	1.863145543	1.799253124	2.313332933	2.143164816	1.896853073	2.462811432	2.184661154	1.942946076	1.359689831	2.268375	2.12154595	1.148934105	3.009777122
LRRC45	3.00836139	2.825541427	2.567496773	2.002631	2.641407302	2.042154	2.159209361	1.825093619	1.69884077	2.385044426	2.875780063	2.337596928	3.362020949	2.682977735	1.887252	2.324782	2.530245573	2.244491	2.433066	2.810340271	2.467331657	2.61666352	2.860585444	3.447420505	2.993602	2.59275601	3.844968077	2.326939958	1.703898038	2.173127433	2.077994919	2.143981088	3.11163231	3.327011841	2.671497	4.133884	1.967389976	2.245344	2.654275131	2.892604743	2.969436025	2.078951341	2.914086097	1.325961996	2.878705726	3.227879671	2.170822	2.77728294	1.857264	3.205142	2.310921735	3.326666771	3.267176203	3.208954185	2.837458899	2.05734629	2.592181927	1.358677571	2.206205598	2.029806228	2.216579029	2.168096429	2.686433293	3.987111633	2.283358804	2.092444259	2.933988014	2.885925722	3.182199663	2.09065	1.297426221	2.752769996	2.147534646	3.497497405	3.203984166	2.804879608	3.239413318	3.105292548	1.670749711	2.901069616	3.202135581	2.759241	3.025188297	2.585515428	1.569053551
LRRC49	1.23878686	0.32088898	0.627980303	0.3788445	0.524163999	0.8274939	0.5922537	0.480471945	1.108892402	0.151209393	0.509138416	0.655077003	0.740711733	0.44615034	0.5883249	1.007698	0.178619043	0.3904476	0.4886178	0.157302466	0.461842838	0.242084171	0.290306435	0.395940218	0.3623296	0.401084302	0.417920008	0.234501321	0.53465928	0.816886374	0.371949104	0.708761109	0.218719182	0.291014101	0.4318903	0.374177	0.561985922	0.3984598	0.158466295	0.54675867	0.611550123	0.833821138	0.467488174	0.390117354	0.316261617	0.324465006	0.3568199	1.88772022	0.899253	0.2332745	1.261711329	0.832282436	0.631337144	0.46894818	0.691176797	0.44105847	0.725173999	0.892041239	0.183073576	0.649109565	0.413702389	0.524364624	0.372617844	0.424707146	0.527270557	0.174022842	0.751892138	0.679153521	0.342440964	0.316725	0.198494154	0.315102453	0.332965663	0.523762665	0.6615672	0.219586745	0.42878559	0.751806465	1.50217782	0.261350279	0.446467986	0.3451693	0.195725548	0.571725344	0.264236151
LRRCC1	1.40593792	1.473631077	3.136027285	1.045932	2.301177898	0.8666311	1.899678359	0.460270761	2.889590355	1.316377482	1.307778227	1.744031893	2.214435698	2.398514552	2.232661	1.455439	1.603834019	1.552033	1.299479	1.054153872	2.92425194	1.428464026	1.601601443	1.015212085	2.348204	0.671565126	1.925087955	2.342583189	0.707701473	1.82700601	2.666074843	1.96476827	0.156267163	2.099766486	2.572962	1.056653	2.045547814	1.27011	1.748718834	1.840322231	1.127699305	2.010027866	1.538389168	1.084880654	1.423954594	1.461266608	0.4022856	2.95514538	1.752749	1.36586	0.675906238	2.059216817	1.698929647	2.056167306	1.998339946	1.286703756	2.424975819	4.00017131	1.206018004	1.974382466	2.288092739	2.50987316	2.491057792	2.740279983	2.416326332	2.603335551	1.757919317	1.830620415	2.170534011	1.70642	1.913722387	1.397638699	2.457804391	1.810319703	2.164174837	2.79323003	1.360701381	2.226601007	2.949460228	1.763199085	3.24681849	2.287177	1.796307026	1.718701366	1.564426949
LUZP1	2.86987141	2.540771246	3.294988268	2.491417	2.71393771	2.572817	2.603383032	3.305240966	3.690238284	3.324580215	3.081083929	2.831958289	2.4872548	3.02917015	2.542654	2.853836	2.699329526	2.324407	2.193456	2.831046237	2.922559428	2.149714608	3.037909298	1.493442391	3.521817	2.339679007	3.203624034	2.990482958	3.317072478	3.400524268	2.445302942	2.886764731	2.331160592	2.144862143	2.950002	2.95414	2.439676323	2.588205	2.84765623	3.154453593	3.533351538	3.735511346	2.527020276	2.607200095	2.451540833	2.509290462	2.681809	2.30964187	2.539581	2.8012	2.407950917	2.896058675	2.803041004	2.654481369	4.002585516	2.512858954	2.932287992	2.74118651	3.407774212	3.308317185	2.826314586	3.098806929	3.296707012	2.126609494	3.463962428	3.622965481	2.870305531	3.33614054	3.255772629	2.744549	3.108106224	2.744096496	3.124228864	3.024656552	3.063934306	2.825521075	1.722466024	4.139117455	1.918004519	2.700994494	2.314667526	2.530645	2.482099642	2.106649827	3.424908655
LZTS2	3.80549883	4.723351043	4.016835025	3.839657	4.428819082	3.403322	3.882691953	3.004177761	4.997712417	3.602421247	4.626094484	3.772709137	4.758100597	4.416860004	3.503756	3.74219	3.665017494	3.226955	3.881792	3.684100577	3.486212367	3.177248099	3.704838773	4.053085263	4.219889	4.810242573	3.909984262	4.753262219	4.257930873	3.743030182	3.132659092	3.451290252	3.852688049	3.504734787	3.182883	4.086886	3.410436087	3.217448	3.225120656	4.534372924	4.091031216	2.736691456	4.637737749	3.12722055	3.416042527	4.499252746	3.99908	4.4172787	3.6762	4.086164	3.110363243	4.41970068	3.997590492	3.783289011	3.475071909	3.120915901	3.448081606	3.217959636	3.072225877	3.639660508	3.447817202	3.229126433	3.767644206	3.721908512	3.361684153	4.29245048	4.648356144	4.139788712	5.265421893	3.929005	4.159830981	4.304335805	2.855371836	4.42087984	4.191317864	4.325501549	4.081041308	3.719939096	4.866299723	4.176578094	3.483351461	3.999829	4.278586984	4.310332849	3.389442911
MAD1L1	3.60114976	2.593616707	2.275096468	2.875525	3.41773102	2.662342	2.75045644	2.055542748	2.447579197	2.508276515	3.859283807	2.428142391	4.022065925	2.43858562	2.416894	4.288056	3.127237062	3.242099	3.570609	3.552610697	3.80905424	3.215616477	3.887262052	3.190393619	1.79585	3.630789859	4.585281061	4.406863158	1.733831544	3.352956218	3.308346312	3.330300241	4.065563695	2.473319356	3.34453	2.945814	2.959992662	2.89846	2.816476832	3.39311412	3.738249022	2.996732204	3.121844298	2.296193073	2.771674334	3.065296567	2.79323	1.83005246	3.513225	3.722914	2.608880193	2.856866207	3.203796282	3.367482898	2.498531719	3.792261914	2.858498283	2.682168747	3.413323281	3.073597472	3.042136503	2.710723795	3.197362184	4.010905129	2.21685836	2.472591746	2.392949322	2.325818122	3.824574395	4.149308	2.701083239	2.860227859	2.894196907	3.469286899	2.770850184	2.783729033	3.162918962	2.65487085	2.374928183	3.059735977	2.566255012	4.023601	3.120219212	3.1204183	2.332536089
MAD2L1	2.82761581	2.851579156	2.806489045	2.558831	3.1623873	2.346078	1.170566057	2.950916271	2.983458812	2.927668941	2.425271302	3.426788056	3.686186742	3.967685081	3.012658	1.96166	2.71246372	2.101818	2.608998	2.857980995	2.864513036	3.217990646	2.899890999	3.881135991	3.59653	2.139698684	2.660768927	3.73530554	3.548670889	2.814529916	2.457489231	3.586044116	4.123045353	3.077242999	3.164818	1.388961	2.833092483	1.89507	1.79601624	2.502050489	2.753005428	3.087394948	3.065985829	3.600008027	3.819944027	2.574367976	3.8015	2.64897156	3.665552	2.972785	3.364544419	3.014694501	3.073751695	2.19604043	2.360701381	2.480446094	3.542381881	3.807828873	2.366420139	2.664505596	3.485826089	2.896271849	3.342014202	3.052728885	2.959120982	3.839536389	2.273665075	2.872198366	3.160258694	2.684123	4.185073638	3.316406447	2.83828622	2.374037888	2.393828026	2.32961159	2.388602858	2.654687578	3.720595867	2.392509769	2.125155131	3.010834	2.493647334	1.953116212	1.784922702
MAGI2	1.14541661	1.088548697	0.781569545	0.9922609	0.248777694	0.7994189	2.341217243	1.280837569	1.814468392	2.084132315	1.414839115	1.813894038	1.20451637	1.59153581	2.45133	0.9581374	1.516317779	0.8264366	0.4970247	0.715893371	1.090243712	0.670568446	1.212818326	0.876801774	2.757194	0.535754381	0.643209718	1.743988823	0.882603925	1.712551762	1.71338789	1.855312029	0.864413986	2.319213275	0.4637271	1.055196	1.308768589	1.936968	0.914411444	1.83491343	1.992659681	1.771716585	1.119090524	1.096801582	0.738292263	0.931834315	2.791543	1.35066697	0.9388503	2.793022	1.124129585	3.318403617	1.183708817	1.189160371	1.111432005	1.539233271	0.965765818	1.853676343	1.586212295	1.908889747	1.677846466	1.613908779	1.406808748	1.406808748	1.160726611	2.318201132	1.495644002	0.388244653	1.500088176	0.5151069	1.697818292	1.44185526	2.646001324	1.544979883	0.707878133	1.394020172	1.517628449	1.746054735	2.867006857	1.000721167	1.283269894	0.6338497	1.014997935	1.60928218	1.691623493
MAK	1.39160277	0.524565221	1.093086862	0.2456174	0.524665509	0.5328655	0.591583681	0.255319441	0.676989478	0.304511042	0.317882883	0.260627908	0.321812675	0.430392334	0.1804025	0.1750455	0.644502372	0.1646576	0.1525079	0.395501575	0.286644621	0.119555385	0.239642442	0.230940776	0.2430597	0.033792989	0.286289758	0.205642742	0.302757716	0.533264313	0.410666733	0.183454754	0.331131922	0.518333702	0.09125977	0.1900459	0.30018231	0.1765781	0.413269114	0.569199413	0.531768207	0.610038557	0.622274431	0.134746655	0.156396617	0.492827388	0.06239806	1.51126561	0	0.1820566	0.134483822	0.368935932	0.162596766	0.13395801	0.05963216	0.08120326	0.253505262	0.437866901	0.061292338	0.540027269	0.288890061	0.533363998	0.486147994	0.326997465	0.493134922	0.182310918	0.349818172	0.751892138	0.60928218	0.1925729	0.254835883	0.332851122	0.09423607	0.859572057	0.095316842	0.285816472	0.566571641	0.682573297	0.10755397	0.358171175	2.038927766	1.35078	0.337425664	0.315913965	0.239398042
MAP2K1	5.34661656	3.874600266	4.100775858	4.028269	3.733777325	4.178141	4.200520047	3.969353134	4.181619411	5.5468636	4.671429256	4.771764117	4.864087072	4.564335485	3.810351	4.634146	3.685043089	3.78807	4.317839	3.150722133	4.370659512	3.796338178	4.141898681	3.253898528	3.993131	3.44793619	4.590027078	4.40771304	3.643486813	3.931900485	3.454281196	4.28850622	4.147493944	4.853980681	4.332006	3.793906	4.873015855	3.834236	3.038190327	3.638270818	3.96639355	4.26191438	4.068920123	3.885711014	3.653209096	4.446137103	4.853946	4.878946	3.830793	3.611987	4.060989844	4.89506991	4.460349405	4.291588825	5.103128316	4.173319354	5.026144945	4.372415862	4.26094399	4.032338921	4.362729368	4.534447631	4.808024589	3.703787323	4.616898724	4.57534864	4.407916937	5.109540258	2.890485605	4.617346	4.293892785	4.600049669	4.270087844	5.310918101	3.79541371	3.950459082	3.81030942	5.036441792	3.843923563	3.732876979	3.993076511	4.562896	3.725152181	3.540845623	3.143866838
MAP3K11	2.97493306	3.537606691	3.210918711	2.489235	3.372185985	1.917317	3.268778707	2.368349306	2.697640395	3.212584902	4.342120905	3.983613857	2.948638223	3.702103407	2.842557	1.52085	3.008325529	2.603312	2.653152	2.470380679	2.801344932	3.019808645	3.008271738	2.834448295	3.605257	3.728856542	3.127088452	3.587016878	2.350129454	2.23780843	2.400073351	2.932628157	2.735543839	3.176625962	1.524515	2.784985	2.634662962	2.183836	2.084540548	2.795933147	2.369466484	2.481273105	3.48591623	2.580676144	2.368461063	3.668436864	3.036837	3.92466051	2.663254	3.971902	2.816743047	3.427914523	3.287826867	2.537619115	1.530570204	2.684706549	3.537606691	2.021728446	2.840060331	2.319473426	2.737254104	3.110496882	3.323427718	3.621629934	3.099850628	2.213969334	2.615698782	3.253293459	3.048114096	3.099228	2.891477516	2.991716838	2.604284865	2.96731619	2.942664632	3.972508859	3.516822023	2.785843455	3.348005741	3.31116885	2.646807808	2.005256	3.293826589	2.5014901	2.367678584
MAPK1	4.3889954	3.688918865	3.792407694	3.445819	3.655077003	3.525919	3.857324171	4.008809555	4.418790384	3.864324835	3.753754274	3.496896908	3.899388345	3.83565127	3.964066	2.943565	3.889346985	3.791418	2.815084	2.826273904	3.469299925	3.61049928	3.866047444	2.736236849	5.345702	3.30038734	3.841147911	4.422697226	3.254896336	4.298057067	3.631325502	3.649132564	2.499654578	3.456070161	3.537855	3.582797	4.314899504	3.854115	3.499157055	3.414149067	4.039866578	3.331791191	3.44800229	3.436934695	3.253898528	3.814222268	3.842959	3.16480237	3.648247	3.684213	2.77448136	3.262598526	3.420495876	4.607271125	3.763135332	4.037478867	3.640458974	4.197094784	4.148104357	3.558157407	4.187039249	4.06015982	3.854424601	3.335225976	4.0004688	5.177399604	4.457502364	3.957357466	3.568931988	3.593987	4.432946049	4.261568424	4.536568945	3.896291227	4.801841549	3.610924432	2.903655334	4.0707242	3.553016378	2.690282989	3.319372262	3.761838	3.321451927	3.010672438	3.471499642
MAPKAPK2	5.77400687	5.313459918	5.917324337	4.247722	4.858344111	3.792304	5.546317266	4.617609983	5.130650868	4.973767383	5.970526987	6.003887779	4.751865366	4.822602696	4.998385	4.149601	4.816307861	4.844195	5.651878	4.809131434	4.503246954	5.387303944	5.270345791	5.191384987	4.712651	5.557115958	5.047769571	5.465834105	5.002815016	4.472305798	4.109870344	5.463177758	3.950132431	4.735029281	4.517389	4.364691	4.845911507	5.204066	4.133226485	5.069087739	4.242617748	4.473358325	4.972586975	5.338374494	3.856358295	5.176458418	4.691484	4.44689141	5.207288	4.785969	4.718756155	4.369752621	4.564506213	5.265958158	5.642089249	4.657114046	4.637882624	4.604332314	5.328595947	4.195489341	4.556797247	5.109736648	4.751511924	4.633390521	4.902391999	4.524709383	4.355566053	5.145958631	5.413803919	5.024918	5.060216034	4.447202275	5.326433083	4.725108544	4.881596104	4.804957026	4.330049208	4.41581274	5.227964362	4.835130778	4.395851129	4.490647	5.077764258	5.809537922	4.405556763
MAPRE1	5.0994467	5.602465788	6.001097383	5.718852	5.762601292	4.529646	5.399263396	4.441383879	5.282454632	5.851796506	5.287509234	5.767908995	5.11347131	5.950750673	5.33529	4.703826	5.283514383	5.424576	4.945748	5.122523638	5.150328144	5.568889439	5.768316676	4.381698676	5.150117	5.36550708	5.555843757	5.992473881	5.132601518	5.043370755	5.169271633	5.880563092	5.938913835	5.361129671	4.764797	5.279456	5.589287103	5.157169	4.781149852	5.803046171	5.157015406	5.370840821	5.88426578	5.857953633	4.897937398	5.52177316	6.19522	6.24126055	5.593112	5.677342	5.558751309	4.911868912	5.068434354	5.756719096	4.89251246	5.321080262	5.913454331	7.331216139	5.784040634	5.235481995	5.596827831	6.044319797	5.954980272	5.544040194	5.882205284	6.287993043	5.750354601	6.351794382	5.143340353	5.731202	6.248181861	6.012883726	6.235600704	6.182459906	5.630920877	5.465171293	4.88840719	5.355012739	6.043900021	5.202813409	5.883024457	5.240635	5.319289158	4.127699305	4.353570307
MARCKS	6.41677726	4.79070428	6.941712003	6.597516	6.780300912	5.489716	4.682320466	7.105825767	5.910934088	6.052170236	6.809126288	6.74622273	6.840412877	6.81269331	6.783859	5.692037	6.281551748	6.342516	5.523462	5.608800374	6.610875723	6.548849645	6.325800137	6.555705741	7.025255	5.554837465	6.301832708	7.143460768	6.137855957	6.254988901	6.14609105	6.242314777	6.345213614	7.632175135	6.252243	5.489074	6.922326315	5.941663	5.774204594	6.292137545	6.199776372	6.425513015	6.821092805	6.548536808	5.981133409	7.064890394	5.189556	6.0148373	5.622884	7.053367	5.647803768	5.842516291	5.886572095	6.380322525	5.925531891	5.467240347	6.392645427	7.025856024	7.025738669	5.934523578	6.638485149	6.871445719	6.880256963	5.711624303	7.381655421	5.830567178	6.712039944	6.371015136	6.403499517	6.401492	7.164883803	6.883794301	6.451939695	6.744155712	7.417359721	7.238643576	6.099194195	6.157118512	6.891386376	6.931718509	6.499810816	5.038642	6.495237853	6.345690874	6.807159114
MARK4	2.86927921	3.559663115	4.642655368	3.531169	3.495950937	2.579446	2.96790637	2.890816318	3.969104431	4.24953636	4.181349076	3.503704912	3.937532721	3.242007929	3.764781	1.82664	3.218781168	3.476356	2.699996	3.072757525	2.821179565	2.723252735	2.375317514	3.000649067	3.579494	4.434414726	2.704340813	3.253429622	2.923339372	2.652601218	2.597435826	3.041418226	2.289332828	3.050710642	2.127864	3.39042	3.592433117	2.726046	2.381200297	3.170966572	2.97081685	2.735067202	3.225058941	2.781758367	2.653312295	3.104319884	2.812149	4.08948968	3.157998	4.272008	3.282232208	3.484086559	3.37819253	3.011620867	3.025330063	3.061223202	3.759986689	4.031986199	3.237334264	2.943640072	3.003890027	3.167357928	4.2965088	3.608004893	2.709731759	2.126212995	2.632919608	2.712925879	3.839254187	3.069513	3.185232254	3.040068299	2.59454855	3.985336478	3.105124894	3.338994819	4.018358213	4.363836891	3.161565256	3.432344795	2.675951389	3.312607	3.059320664	3.586140221	3.230848576
MASTL	2.31231665	1.836489726	2.589332052	3.724257	3.027331015	2.445118	1.679468839	2.037839032	2.592445077	2.519944414	1.344601283	2.701637767	2.209422172	3.23157065	2.888811	1.960586	2.057970069	2.491135	1.559002	2.434241233	2.346304516	2.505382849	1.985901123	2.036221976	2.566206	2.175907779	1.450432671	2.569588305	2.665665638	1.918538893	1.579855951	2.849218672	1.774333758	1.931304844	2.680324	2.228696	2.373202737	2.040542	1.642147027	2.325300058	1.918577055	1.672515861	2.014533833	2.531044532	1.837055156	2.380286156	3.556675	2.0624326	2.445647	3.061327	2.299273969	1.814591438	1.937344392	3.393814301	3.064141314	1.682753061	3.4193636	2.041663532	1.924023852	1.959658889	2.28868339	2.498301935	3.171270889	2.289539405	1.918042695	3.018206857	3.143377091	3.01467665	2.918939543	3.359887	2.43103453	2.316493338	2.78979184	1.908582365	2.37604028	1.766255914	1.90804429	2.715673766	2.286792455	1.420185937	1.606347467	2.980921	2.854394678	3.308521062	2.122308272
MCM3	5.18967831	4.598704637	6.037333897	4.489517	5.290210579	4.668902	3.417879512	3.631197432	5.127047169	3.726820321	4.789009289	4.415515313	6.296659297	5.267453399	5.418423	4.452714	4.673889924	4.323939	5.020231	5.104122756	4.775561559	4.349046751	4.809990584	5.554036224	6.12561	4.663253523	5.960231354	5.883222456	4.937862238	4.800257984	4.06222535	5.1853631	5.854137814	5.483257935	6.796062	6.510101	5.183673092	5.644909	4.810340271	5.770786769	4.603163422	4.76169483	5.283969911	4.731329894	5.00122577	4.704506819	5.815711	4.74515126	5.128446	4.435462	4.281898507	5.911135486	5.283729203	5.805522051	5.39462389	4.237234822	4.282936434	5.692407669	4.465961408	4.266456744	6.07968744	6.110329832	5.506068716	5.374396159	5.105611037	5.043978738	5.520491396	5.270932542	4.35318212	6.204802	5.243154938	5.253232939	4.753936078	5.600611711	6.78549301	6.182771739	5.153720231	5.768247855	3.778282181	4.884583269	3.925866533	5.887808	4.428075375	6.282930875	3.582254908
MCPH1	1.91578857	1.58004898	2.659627771	1.73773	2.429348154	1.212943	1.65255533	1.971773447	1.45691126	1.889551419	1.175428791	1.093762978	1.33622625	1.927668941	1.890875	1.352533	2.015390519	1.374233	1.098487	1.606536983	1.737037727	1.325961996	1.152897287	1.103262627	1.275365	0.622180704	1.839959587	1.556306784	1.384657711	1.514501036	1.410720997	1.406101238	1.427820684	1.795476053	1.579518	2.002306	1.193393282	1.59431	1.637702976	1.452173687	1.423739507	0.969233393	1.404630684	1.327744841	1.725610294	1.083519749	2.038752	1.70933475	1.553557	2.038436	1.227679474	2.297572954	2.277092083	1.43103453	1.394404385	2.058039361	1.129678673	1.817623258	1.138945498	1.259302621	2.200316016	2.096734127	2.259453283	1.673285045	1.86072448	2.127402166	2.230541201	2.018990175	2.496385649	1.053042	1.01770816	2.669865825	1.280303094	1.523511774	1.121943734	2.162500093	1.76964481	1.323485365	2.013783815	1.178427826	1.143132156	1.476485	1.42234066	1.0766275	0.966799585
