id	TARGET-40-0A4HLD-01A	TARGET-40-0A4HMC-01A	TARGET-40-0A4HX8-01A	TARGET-40-0A4HXS-01A	TARGET-40-0A4HY5-01A	TARGET-40-0A4I0Q-01A	TARGET-40-0A4I0S-01A	TARGET-40-0A4I0W-01A	TARGET-40-0A4I3S-01A	TARGET-40-0A4I42-01A	TARGET-40-0A4I48-01A	TARGET-40-0A4I4M-01A	TARGET-40-0A4I4O-01A	TARGET-40-0A4I5B-01A	TARGET-40-0A4I65-01A	TARGET-40-0A4I6O-01A	TARGET-40-0A4I8U-01A	TARGET-40-0A4I9K-01A	TARGET-40-PAKFVX-01A	TARGET-40-PAKXLD-01A	TARGET-40-PAKZZK-01A	TARGET-40-PALECC-01A	TARGET-40-PALFYN-01A	TARGET-40-PALHRL-01A	TARGET-40-PALKDP-01A	TARGET-40-PALKGN-01A	TARGET-40-PALWWX-01A	TARGET-40-PALZGU-01A	TARGET-40-PAMEKS-01A	TARGET-40-PAMHLF-01A	TARGET-40-PAMHYN-01A	TARGET-40-PAMJXS-01A	TARGET-40-PAMLKS-01A	TARGET-40-PAMRHD-01A	TARGET-40-PAMTCM-01A	TARGET-40-PAMYYJ-01A	TARGET-40-PANGPE-01A	TARGET-40-PANGRW-01A	TARGET-40-PANMIG-01A	TARGET-40-PANPUM-01A	TARGET-40-PANSEN-01A	TARGET-40-PANVJJ-01A	TARGET-40-PANXSC-01A	TARGET-40-PANZHX-01A	TARGET-40-PANZZJ-01A	TARGET-40-PAPIJR-01A	TARGET-40-PAPKWD-01A	TARGET-40-PAPNVD-01A	TARGET-40-PAPWWC-01A	TARGET-40-PAPXGT-01A	TARGET-40-PARBGW-01A	TARGET-40-PARDAX-01A	TARGET-40-PARFTG-01A	TARGET-40-PARGTM-01A	TARGET-40-PARJXU-01A	TARGET-40-PARKAF-01A	TARGET-40-PASEBY-01A	TARGET-40-PASEFS-01A	TARGET-40-PASFCV-01A	TARGET-40-PASKZZ-01A	TARGET-40-PASNZV-01A	TARGET-40-PASRNE-01A	TARGET-40-PASSLM-01A	TARGET-40-PASUUH-01A	TARGET-40-PASYUK-01A	TARGET-40-PATAWV-01A	TARGET-40-PATEEM-01A	TARGET-40-PATJVI-01A	TARGET-40-PATKSS-01A	TARGET-40-PATMIF-01A	TARGET-40-PATMPU-01A	TARGET-40-PATMXR-01A	TARGET-40-PATPBS-01A	TARGET-40-PATUXZ-01A	TARGET-40-PAUBIT-01A	TARGET-40-PAUTWB-01A	TARGET-40-PAUTYB-01A	TARGET-40-PAUUML-01A	TARGET-40-PAUVUL-01A	TARGET-40-PAUXPZ-01A	TARGET-40-PAUYTT-01A	TARGET-40-PAVALD-01A	TARGET-40-PAVCLP-01A	TARGET-40-PAVDTY-01A	TARGET-40-PAVECB-01A
KIAA0586	2.4947996	1.385044426	1.892468745	1.296134	1.612069358	1.397255	1.25077971	1.517477278	1.961771479	1.418567779	1.590146877	1.652234073	1.993746812	1.927327605	1.599794	1.987175	1.698707445	1.469678	1.287886	2.157755178	1.957394615	1.256769143	1.445832624	0.931909938	1.906429	1.195725548	1.484859943	2.0651242	1.726613271	1.154259146	1.624007286	1.848758128	0.9157121	1.67323981	1.826762	1.846032	1.492109553	1.301178	1.675635301	1.694479079	2.613413781	2.32849183	1.390172396	1.662570116	1.846994687	0.916247324	1.347382	2.30602887	1.793896	2.088888	0.602076748	1.652279971	1.497229129	1.718526026	0.976363636	1.456490772	1.504010137	1.893129186	1.527420705	1.463046938	1.397638699	1.108959291	2.032629852	1.13874895	1.621243098	2.442386209	2.501948616	1.622415011	1.899678359	1.692516	1.592588593	1.810278568	1.98086617	1.617815654	1.252536767	1.305737104	0.986665774	1.997942693	1.480213412	1.427016102	2.500980467	1.616499	1.254775427	1.042714369	1.645932176
KIAA0753	1.43520186	1.87589799	1.775809101	1.231432	1.831796189	1.638352	1.632454358	1.377568014	1.420617139	1.229957009	1.333709954	1.407733431	1.793979093	1.354339313	2.069427	1.23842	1.790229883	0.9177754	1.152768	1.408331439	1.586692697	1.071144827	1.145351386	0.709114148	1.143328	1.071488106	1.277806259	1.385375813	2.682168747	1.483467554	1.177917792	1.068464451	1.649155563	2.025843846	1.538141	1.501567	1.135994463	0.9889936	1.065089724	1.743299528	2.184121573	2.590769667	1.396214302	1.488515009	1.10882551	1.251385833	2.363508	1.42846403	1.187831	1.215616	1.049839839	1.616969278	1.180147861	1.390007262	0.96502696	1.271425676	1.660381035	2.163176666	1.154194325	1.189286907	1.350044566	1.344998884	1.798092001	1.309001516	1.361319202	1.559736524	1.898634035	1.419323145	1.371001192	1.572502	1.700794799	2.241870684	1.789604066	1.953339747	1.951848859	1.439144376	1.371224286	1.242023178	0.999422807	1.098419558	1.190045887	1.624896	0.784838968	1.010135315	1.296956574
KIAA1217	3.14810436	2.06681251	3.518547728	3.37711	2.481247268	3.248611	3.06182803	3.030971642	2.000576963	2.890777414	2.408521663	2.25975456	2.501948616	3.463086185	2.986447	2.025206	3.583049662	2.631966	1.165558	2.417677018	3.026357447	3.261846699	3.017084546	1.463622457	4.325523	2.06942721	1.827209306	2.442412752	3.587340986	2.915406169	1.71501475	2.797469586	2.135272179	1.867935989	3.465792	3.72393	2.689500453	4.116356	3.684358707	3.991227041	2.598293736	3.304102123	3.692070051	2.321062218	2.538985057	3.011638756	3.08675	1.63992671	1.976584	3.2119	2.9579703	2.378733559	3.041102772	2.535256711	4.171887335	1.963843998	3.275781841	1.260748328	3.434187847	3.462732922	1.984042426	2.417082872	2.647475696	2.638328749	3.51174633	4.04294195	3.224426218	2.690305341	2.732573121	2.308448	2.149779631	3.626696112	3.485555633	2.647084213	3.625247107	2.825724581	1.812580369	3.414406182	2.489902537	2.562156929	3.478945927	3.421021	2.85553131	1.90804429	4.107461908
KIF11	4.03732072	2.796722334	4.389553046	2.46234	3.869417409	2.6515	1.861240785	2.816210567	4.276042495	2.315740108	2.919835834	3.127402166	3.777966705	3.65197013	3.347226	2.993566	2.578769685	2.453228	3.37822	3.300196956	2.862550576	2.423712619	2.76532257	2.259814808	4.041646	2.54912698	3.303824576	4.519233657	3.993203349	2.507617067	2.569539699	3.674347654	3.040471656	2.548979075	4.19191	3.283463	3.238343591	3.067277	2.283714389	3.996831611	3.422259916	2.172711519	3.544782105	2.824971465	3.360181645	2.700728228	3.973042	4.20627594	3.282514	3.699463	2.117960953	4.642470537	4.31373199	4.414372354	3.401016016	2.942308056	5.310961713	3.014533833	2.728530069	3.167245514	3.24263299	3.047206817	4.117628557	2.14185782	3.602516267	4.208150453	4.266179357	3.607874736	3.958452956	3.057052	4.459352924	4.946988127	3.65315176	3.522332005	3.132050336	2.176705738	2.401029674	3.130453186	3.971699885	2.856647129	3.540932391	3.866295	3.137880543	1.979440058	2.116863758
KIF13A	3.38980082	2.816087659	2.004141797	2.307487	2.653495742	2.455202	2.124625908	2.331561914	2.305941346	1.208891775	2.138945498	2.459588995	1.743902679	3.016906321	1.856707	2.540201	2.025631269	1.706729	1.949647	2.54964453	2.05217241	1.593353771	2.82277093	1.372896394	3.968662	1.878293743	2.716530036	2.317680324	3.212258044	2.711759193	1.463727072	2.411724516	1.848117126	2.146524891	2.851319	1.940467	2.407026374	2.151079	2.820852914	2.492904278	2.836489726	2.821016249	2.482822474	2.224441653	1.754160628	2.180211527	1.723602	2.63340796	2.259514	2.052555	1.372840689	2.940824507	1.615840003	2.328204572	3.291294123	1.704385083	1.717692872	2.663868313	2.483751298	2.795060386	2.220329955	1.756382855	3.211463939	2.106850796	3.079053778	1.605209844	2.569126483	2.399745323	2.240314329	2.260778	2.189824559	1.85630849	1.665802053	2.088955682	2.522332005	2.084064265	1.51424853	3.695659817	1.999314557	2.079190348	2.048724443	2.888675	1.654481369	2.399225792	2.450881315
KIF15	1.78885273	1.681404286	2.101011277	1.134089	2.290365421	1.510506	0.883777198	1.63431446	2.142740172	1.387527978	1.399335183	1.436428388	2.289539405	2.330042035	1.907775	1.865642	1.551196067	0.9231111	1.146395	2.475681558	1.892857276	1.769560185	1.27524549	1.554146767	2.388465	1.161694235	2.506525779	2.650626715	2.679739058	2.324436203	1.496922466	2.685289836	1.031606927	1.808632172	2.283833	2.22197	2.081305537	1.70779	1.150299708	2.023255352	2.144503259	1.984771612	1.980610305	1.162338958	2.201037842	1.807519792	1.611881	2.57910772	1.545968	1.337426	0.966873397	2.18173866	1.973941836	2.091090474	1.613578799	1.764855671	2.060808317	3.033634434	1.709819968	2.35791791	2.290483384	2.548905116	2.607271125	1.445885582	1.7893954	3.64631245	1.753518965	2.627139871	2.283299531	2.372896	2.924080878	2.845188935	2.237594309	2.159596896	2.103027575	1.7322692	1.00798482	2.644087003	2.003925997	1.269212724	1.183391232	3.403977	1.427230701	1.074847916	1.161113739
KIF18A	2.67470921	1.502737941	2.399198443	1.242023	1.907236801	1.809291	0.740970722	1.191499484	1.727397723	1.446732638	1.04879418	1.642147027	2.12482439	3.356890324	1.884403	1.305037	2.346531462	1.137438	1.043694	2.470510835	1.580000725	1.292251682	2.304131335	1.957617488	2.502178	0.625831558	2.042189046	2.697039833	2.205267382	2.238236574	1.406863158	2.863224853	2.00252251	1.765110362	2.044744	1.679154	2.220051296	1.323312	1.43023174	1.993022149	1.450168697	1.690685271	2.484009198	1.528671329	1.560421495	1.220206113	2.081408	2.27896604	2.814468	2.487744	1.395611249	2.205642742	1.752834209	1.753005428	1.483931833	2.129579769	1.810648748	1.995448338	1.904272134	1.817418605	3.028905035	2.756254743	2.543743323	2.083928155	1.952333566	3.05165052	2.411616062	1.510759422	2.20116334	2.233827	2.234807853	2.655786862	2.879666562	1.413702389	2.151144434	1.640482112	1.921398244	2.145873062	2.095823175	0.715893371	2.521050737	3.046124	1.791647396	2.400155346	1.391217808
KIF23	3.04532064	1.764176276	3.350949786	2.210576	2.979750998	2.820975	1.466601019	2.659011171	3.338937789	2.547425151	2.021621858	2.876958896	3.882359373	3.723733291	2.260086	2.504442	2.161468515	1.620117	2.202073	2.153318952	2.764685853	2.580241983	3.181229795	2.234133396	3.752898	2.341928835	3.197535181	4.045259477	2.875485204	2.935176839	2.464825073	3.457764999	2.715234455	2.153351383	3.130321	2.482229	2.283981019	2.238359	1.531119412	2.85676663	3.225429188	3.053910681	3.122208862	2.06608919	2.714948832	2.377790095	3.303562	3.61673408	2.562377	2.059217	4.455504772	3.470029197	2.295693641	2.778481948	3.133481328	2.278757944	3.92390029	2.552991795	2.613248744	2.898924201	2.656908183	2.683471893	3.226184812	2.411832963	2.966356633	4.008298634	3.286067924	2.865305192	2.030336078	2.9989	2.955573194	3.313405497	2.758814832	2.310601876	3.205298666	2.073134705	1.95925084	3.95746891	3.446282701	2.200441577	2.969601794	4.282588	1.756639046	1.885418178	2.168770384
KIF24	0.59731663	0.634872023	1.409037857	0.8530375	1.618097669	0.865127	0.622836666	0.721853842	1.066399229	0.621899486	0.73092249	0.917317175	1.046071916	1.604213688	1.465557	1.195977	0.962067736	1.093019	0.717649	0.854075462	1.015997031	0.367035516	1.225645121	0.715717689	1.811718	1.429267801	1.208766947	1.490826815	1.527220504	1.530620141	1.118293271	1.69879633	0.765874164	0.60046007	1.408114	1.084268	1.417325962	0.4829515	0.628633634	1.630778213	1.21350282	1.464145457	1.197425095	0.687150294	0.924708008	0.368712484	2.007052	1.57453752	0.7648557	1.419215	0.539034703	1.275185883	0.972251508	1.31684085	1.223978514	0.84309947	0.927972283	0.784168921	1.070458026	0.82659933	1.269392279	0.843501526	1.136322654	0.594644089	0.762986565	1.822281466	0.702657543	0.983166916	1.007626092	1.243303	1.93632699	1.956985925	1.097610797	1.094641454	1.635940084	0.633756681	0.425781539	1.552770524	1.757364672	0.574149961	0.563646269	1.055751	1.15885403	0.855351901	0.535256711
KIF25	0.84927873	1.282380495	0.443394475	1.247441	0.3822799	0.6069159	0.063226802	0.032100843	0.040261223	1.827412574	0.785341299	0.340163443	1.542951367	0.529870909	0.8468744	1.141302	0.820403648	1.023539	1.331189	1.343578377	1.363171077	2.571506928	0.423524388	1.83090431	0.6408985	0.491083454	0.366811773	2.425808388	0.234378689	1.892041239	0.58265234	1.030124161	1.455175955	1.634453871	0.3904476	2.12317	1.171847314	0.1496496	0.985063184	1.585972034	0.917546326	0.212880566	0.763071577	0.388685507	1.206580714	0.480782124	3.026977	0.3556929	0.3758457	2.318548	0.536948088	0.748718834	1.953712228	0.94927345	0.089226942	1.187324357	1.219276961	0.096666669	0.023468281	0.171206827	1.535007812	0.89219671	0.908659217	0.33571191	0.466444406	0.156267163	1.358733827	0.09369538	1.228726355	0.3470987	2.40990682	1.96502696	1.194843512	2.831917766	0.438292852	1.169476093	1.627793583	1.385210129	1.168000125	1.660015865	1.045373071	1.572017	0.804466643	1.109694865	0.218595202
KIF2B	0	0.064606975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004896843	0	0	0	0	0	0	0.067087965	0	0	0.020911066	0	0	0.030689204	0.027295624	0	0.021053252	0.020911066	0	0.01020694	0	0	0.019915368	0	0.030971642	0.013212111	0.046560906	0.023326332	0	0	0.01649632	1.33428223	0	0	0.014212445	0	0	0.062674363	0.022048165	0	0.112366523	0.021763974	0	0.071488106	0	0	0.059908989	0.015212085	0	0	0.025595836	0	0	0	0	0	0	0.625738062	0.011209361	0	0.01306915	0.111565545	0	0.10608026	0.054084393	0	0	0	0
KIF2C	4.38036236	3.21754094	4.196465411	2.227833	4.111598928	3.005562	1.760391292	3.212724961	3.914889763	3.495656793	3.917679981	3.194402292	4.429984122	4.700522948	3.659331	3.383829	3.667596973	3.104353	4.025259	4.227225075	4.153659438	3.472604742	4.449660412	4.881405224	4.115683	3.28359587	4.983591057	4.905750416	3.690361219	4.032621037	3.524289393	5.152150962	4.239199436	3.739880498	4.652527	3.644491	4.006854526	3.366812	3.329955956	4.022838277	4.098048932	3.782869818	3.774892458	4.331912979	4.330630103	2.78661727	4.326084	3.42394115	3.669129	3.176817	2.245617353	4.433647195	4.258368165	3.755624691	3.557054673	3.279694146	3.779553903	4.491737676	3.474487961	3.296721694	3.929156603	3.257357668	4.300885149	4.347077404	3.947105052	4.993004028	3.833497337	4.351776718	4.131202585	4.217556	3.455149647	4.279359858	4.350815454	3.520371958	4.127831348	3.155862546	3.00737493	4.429776627	4.081152119	3.398323005	3.366979584	4.813437	3.542394263	4.236706902	2.061015775
KIF3A	1.19377174	1.408331439	1.624989873	1.693944	1.461895211	1.398515	1.643671513	0.826029786	2.325818122	1.749190983	0.997111721	1.258579224	1.578552333	1.818564283	1.194844	1.727267	1.396104674	1.111165	0.811882	2.62851699	1.13920752	0.929563784	0.918615215	0.849759124	1.443341	0.880724702	1.025241461	1.35168486	1.702125576	1.330673123	1.559834397	0.947628757	1.479178814	1.221320307	1.412565	1.108692	1.088548697	1.067501	1.52682002	1.246225649	2.013855263	1.867659289	1.50873288	0.861399611	1.086647913	1.417379976	1.019844	2.67825223	1.300358	2.163338	1.230940776	1.23529817	1.445249963	1.369159346	0.886120884	0.973133665	1.870976194	3.31783948	1.661658403	1.121479642	1.122871469	1.515914256	1.982254361	1.688090817	1.593688409	1.302933144	1.875150958	1.916247324	1.511468039	1.20063	1.657136918	1.959807242	1.355129058	1.572016513	1.107821756	1.51551062	1.03407482	1.867698821	0.65617599	0.824971465	2.047957107	1.647499	1.018705381	0.847996907	1.080998686
KIF3B	4.0175211	3.806684944	3.784912235	3.011245	3.668675122	2.685447	3.478984744	2.872887845	3.183629427	3.042766891	2.867955752	3.222402726	2.767675983	3.249263286	3.060653	3.188575	3.118426177	3.42979	3.33381	3.653564528	2.672606375	3.031730422	3.327371201	3.044271704	2.841148	3.614592068	3.852158684	2.980811346	3.132313613	2.946094512	4.188456314	3.656622215	3.308025881	2.459825027	2.581279	2.834752	3.273247318	2.904831	3.504963548	3.16117825	4.215647537	3.779039044	3.181070738	3.321451927	2.955461604	3.15553877	3.314421	3.4117923	2.997563	3.510329	2.789604066	2.443208795	2.987539164	3.639591056	2.836267532	3.042836917	3.278192956	3.775672168	3.65857711	3.645597914	2.732790169	3.248109737	3.402381106	3.00025245	3.145612247	3.164544951	3.408440141	4.394610172	3.29457664	3.145254	3.215305839	3.644940689	3.190851866	2.824217956	4.086138349	2.988066581	2.244704428	2.968017002	3.167165213	3.206455686	4.27026729	3.559051	3.359802261	2.819402507	2.938342256
KIF5B	4.70839143	4.488360757	4.570444715	5.21491	4.874428132	4.497759	4.756441569	3.955647583	4.462575888	4.632087867	3.280614895	4.550506701	4.301821736	4.875593326	6.73135	4.49675	4.482493373	4.908923	3.85824	4.36574852	4.700345385	4.478641824	3.397378577	3.092207438	5.260026	2.941275367	4.144715338	5.750485918	4.953297837	4.390034786	4.526619736	5.038339601	4.153821546	4.29323804	4.649219	5.177467	4.500043547	3.999414	4.284536342	4.784032779	5.1838398	4.306677837	4.669168533	3.712980888	3.410748128	4.376144495	4.70222	4.42466012	3.67229	5.109235	4.067320339	4.597203387	4.027923685	5.579273693	5.328563636	4.018429434	5.135321438	5.41891179	4.762269077	4.065959988	4.127468202	5.218982604	5.903134704	3.544868636	5.349117541	5.795904583	5.019652994	5.062471461	4.726918386	5.15222	5.000739192	4.696032774	4.742890103	4.480982413	5.372450688	3.995981914	4.027826397	5.323445733	5.226577888	3.789958729	3.867491267	4.669055	4.83084348	4.64229146	4.559063469
KIFAP3	3.96882804	3.488219344	3.441669382	4.423639	4.824029518	4.604083	3.143736255	3.951391966	3.564122046	3.373620373	3.948787713	5.292284817	4.322050719	4.637198684	4.82818	3.743924	4.288897442	4.604309	3.160033	4.246035584	5.288934344	3.835267236	3.947544603	4.032568144	4.200041	4.370750169	3.118625514	4.518402949	4.762098954	3.822985019	2.785152945	3.731997787	2.545671894	4.24616483	4.273494	4.255674	5.151144434	3.877921	3.334325136	3.996894866	4.739010967	4.65145358	4.522275502	4.823830866	3.831816452	3.694389927	3.21204	4.6023084	4.149333	3.263275	3.268688894	3.838356822	4.194709584	5.19222968	3.845399723	5.118965982	3.804218807	3.560494866	4.249468096	4.166450337	4.716530036	3.936204477	3.758686935	4.597751644	4.226362095	3.487614972	4.669826151	4.377116806	4.466620595	4.734802	3.685783203	3.962687826	5.168240875	5.1968116	4.201571134	3.728018446	2.974878013	2.767294609	3.419444507	4.207869431	3.747924416	6.497997	4.563908576	3.248428573	3.452714029
KIFC1	4.23674516	3.550457448	4.745506266	3.119622	4.522212719	3.280214	1.910502426	3.344970488	3.923976329	2.512201598	3.823769737	4.112316475	5.019145898	4.789917009	3.769602	3.084115	3.600388704	3.096852	3.977225	3.614368268	4.357706822	3.503628596	3.89569039	5.459861084	5.356929	4.126402998	4.879102884	4.843652267	4.065839389	3.944811604	2.659056854	5.005983775	3.904416658	3.861280493	4.672018	4.234808	3.258413395	3.823281	3.111064708	4.261056859	3.54830098	3.375567743	4.496123559	4.360764579	3.781632488	3.00012623	4.725676	4.35909943	3.85589	2.895632	2.324983371	4.86890896	3.270618641	4.086452601	3.983987722	2.751742207	3.290217953	3.722597173	3.13976416	3.463452441	4.361178811	3.620703698	5.149495134	4.773558599	3.735987837	3.949525595	3.755859658	4.072405973	4.024842685	3.902363	4.701914952	4.110705667	3.994425853	4.146932136	3.620035031	3.298526356	3.228049048	5.10234319	4.55601856	4.040217379	4.745979468	4.695866	3.831107058	2.913741532	2.366671916
KIFC3	3.05864552	3.457686214	1.956577119	2.088142	2.295869931	1.753605	3.454373329	1.892157844	1.858179974	3.844556388	3.702424832	3.237395455	3.114117114	3.438598926	2.942758	1.511569	2.822954436	3.478933	3.699496	1.60928218	3.066709201	2.968864898	2.52228178	2.384768212	2.81375	2.463073103	2.293576485	3.129233552	2.076114384	2.463308566	2.170630147	3.614368268	0.712639798	2.434374691	1.35879	3.338139	2.286112294	2.393526	2.186437169	2.513364409	2.554269582	2.815903277	3.163144456	2.675025506	1.794519841	3.490647141	3.360954	4.4619214	2.562743	3.058715	2.81974992	2.45143533	2.628680289	4.259061529	3.522306893	3.242998754	3.350963926	1.405502305	2.858816521	2.053980168	3.281772423	3.235236889	2.510506259	3.146655222	2.261711329	2.591559746	2.299947954	2.95986287	2.443500567	2.98468	3.451250682	2.766891938	3.296178386	3.418324899	2.990610024	3.25299083	3.408453729	1.012139555	3.343521528	3.239367489	2.812395539	1.820485	2.942251747	3.97047637	2.24953636
KLHL12	3.17221546	3.424801187	3.727158075	3.026712	3.305080414	2.209329	3.396200599	2.256316267	3.481789746	2.595980979	3.452951189	3.2549719	3.424115888	3.524502537	3.234195	2.826782	3.322822289	3.139519	3.121397	3.128177902	2.990010902	3.402749459	3.472708708	3.444123701	3.360758	2.401248173	3.015372677	3.386493684	2.832667265	2.827331271	2.489157549	3.320571324	2.563402221	2.855770487	3.316001	3.537234	2.92506896	3.157626	2.441536597	3.452555901	3.821393889	3.405393381	3.828072998	3.609636781	2.495337002	2.944202526	3.59205	3.82327042	3.213752	2.955424	2.621055503	2.749512815	2.771948946	3.246088804	1.678522677	3.264731579	3.015105014	4.925434569	4.218199944	2.30626224	2.885593886	3.155571151	2.752941223	3.753871915	3.065038009	3.258699816	3.157803674	3.055421275	3.566181934	3.489247	3.814909258	2.904753825	4.105208723	3.097003928	2.922464285	3.170630147	2.581447665	3.935846301	2.763772734	2.612470458	2.284987847	2.910598	2.887232803	2.497689001	2.307719949
KLHL22	3.62787528	2.961364027	2.8360251	3.035747	2.559075709	2.972821	2.65487085	2.648879554	3.282054244	2.937513889	3.54521471	2.713343895	3.637876829	3.329568538	3.693431	2.535754	4.015060399	2.475059	2.209391	2.913205378	3.05154612	2.598484313	3.478544756	3.775777502	3.046509	3.547363452	3.472630734	4.052702805	2.354875259	3.882104995	3.695771158	3.127171015	1.962215841	2.744591687	2.881156	3.819699	3.392413599	3.05556	3.25226426	3.294341372	4.069040465	2.883347108	3.907554083	2.721000727	3.278951178	3.753636624	4.244149	2.45462338	3.126643	3.565341	1.814468392	2.813770932	2.996623753	3.339393968	2.517376489	2.983695933	3.116680811	2.884128993	2.425835237	3.370917522	3.522206441	3.078063256	2.718701366	3.530283035	2.918443483	3.596052563	4.132955151	3.140991282	3.731237559	2.619906	3.201508404	3.426707561	3.803630025	3.003350373	3.91466019	3.220035813	3.354550895	4.277977311	3.240497517	3.156526059	3.778986497	3.457279	2.585707701	4.077969292	3.168224826
KLHL4	0.38250126	0.196103398	1.093154488	0.04306448	0.048933645	0.3049782	1.234746552	2.343322537	2.509797169	0.135666197	0.164142649	0.337654011	0.91884416	0.209765266	0.3287216	0.5407217	0.096936483	0.08976931	0.01492654	0.087462841	0.213627239	0.165815488	1.772561353	0.671474547	0.1713349	0.178746506	1.539928043	0.171975377	2.687531056	0.118359726	0.043204499	0.153935011	0.033370138	0.195851509	0.07888305	0.09895848	0.220206113	0.8445463	2.025560402	0.180020521	1.602884409	0.971736667	0.289244285	0.12498977	0.122076304	0.811717624	0.1388145	0.43605521	1.053528	0.1884009	0.264236151	0.115565996	0.364124147	0.153027043	2.465217014	0.573277568	0.274172189	1.774502445	2.438718677	0.240863823	0.125122061	0.393965276	0.198619873	0.367035516	1.469833892	3.151534141	0.309991039	1.60046007	0.007051943	0.3506104	0.176450439	0.142478791	0.138028045	0.426318435	1.760902206	0.39297679	0.095451881	0.10017032	0.078883047	0.145481822	0.105678078	0.1066163	0.09071796	0.086647913	2.157334808
KRT18	1.68562624	3.344729095	3.17205541	0.1180939	2.527996126	0.6892992	1.573374526	2.084404483	2.979055864	3.633070782	2.97252724	1.761668239	2.577175012	2.000865357	1.899678	0.6746414	0.681764083	1.031607	3.329741	3.356650919	1.067019106	2.444746567	2.392454816	1.480161699	0.6369146	2.706044231	1.50589093	0.922045577	0.643579166	1.094844104	0.440420721	1.686567758	0.728051108	2.752855612	0.123004	1.964214	1.37490037	1.266277	0.465295389	0.571239931	0.787265283	3.268509251	2.108591363	2.011746085	0.573859222	1.739718513	3.756383	5.05313741	4.662855	1.180466	1.64653135	2.33859556	0.842697303	1.272620455	0.507414099	0.900644652	2.546240084	1.71087805	2.039419183	0.810895482	2.020306617	1.801738102	2.583687557	2.328750313	1.890524516	0.436908052	2.165976236	2.365356597	0.086647913	2.060532	1.386866115	0.488823464	1.564426949	2.63988042	1.177726483	1.61805067	2.293017272	0.08106688	1.58004898	0.717298052	0.450168697	0.196607	1.078746447	0.505281211	2.655626601
LATS1	3.22223269	2.793729448	3.188321793	2.678072	2.41986245	2.514097	2.554097638	2.34343625	3.255908558	2.094742782	2.706884138	2.524113838	3.300987618	2.388051737	1.951588	2.168482	2.317304068	2.19645	1.262914	2.669525725	2.090413104	1.616875205	1.655031194	1.362049012	3.105008	1.059770581	1.809043947	1.966430467	2.581568177	2.823586335	1.367091446	1.939076093	1.878372225	2.764983022	2.107018	1.354283	2.334625479	1.813771	2.392015112	2.783414745	2.092883966	2.33945098	1.839193708	1.479385793	1.563304589	2.242876843	2.652257	2.14636196	1.304745	1.817623	1.498506189	2.518887587	1.94287103	2.343379395	2.4490859	2.070114503	1.992768431	2.935780311	2.107788285	2.186310383	2.305270155	2.810196292	3.405502305	1.615180851	2.568786099	2.87036472	2.111265063	2.564768363	1.966688859	2.197834	2.446573853	2.386231545	2.389897162	2.634546804	2.480342684	2.19638672	1.40135741	2.163434325	2.614968917	1.885261974	2.717407735	3.143932	1.715673766	2.30296238	2.358930703
LATS2	2.82081208	3.01854516	3.02112434	3.317347	3.392413599	2.918692	3.417042353	2.781821302	3.432812459	2.286289758	3.011155678	3.169411952	3.817756266	3.379357571	2.86265	1.940543	2.927858537	1.950244	1.996099	3.282765968	3.108574637	2.964657388	2.931021119	2.177949675	3.892129	3.397638699	2.277032552	3.723034247	3.055317147	3.003026483	1.924441986	2.965581139	2.26092894	2.727419507	3.1258	1.957209	2.908409435	2.222743	2.331361267	3.579397405	1.88631602	2.431302028	2.860863504	2.373926563	2.045198307	2.962197329	2.852718	2.75452411	1.964879	3.610724	3.288240425	2.970154219	3.751249465	3.050397214	5.19862773	3.172999473	2.49996066	1.905581959	3.381394132	3.003404347	2.884676061	3.367133393	3.414825588	2.014212445	3.178109076	2.483080541	2.96731619	2.134812356	2.607365826	3.343124	3.253338848	2.752898418	3.089498151	3.236140512	2.873202925	2.618238656	2.31684085	3.99703944	2.277776508	3.349832323	2.293782456	2.664187	2.366392161	1.964657388	2.492160838
LCK	1.70425227	1.328721595	0.806035283	0.6612023	0.223051788	0.3903375	0.857821792	0.611361264	1.213876043	0.228849468	1.089633736	0.919225654	0.363787841	2.060877473	0.1489992	0.2404975	0.285224645	0.2346239	0.2413521	0.262553427	1.062190805	0.35952117	2.433306681	0.164657575	0.2315553	0.97019104	0.665392771	0.691534165	0.400756503	0.612399683	0.691802133	0.57104572	0.218223197	0.229341813	0.1548424	0.3861488	0.254956787	0.3132459	0.2310637	0.470719061	0.362666256	0.592158002	1.361656083	1.260989139	0.583037624	0.79601624	0.2337654	1.28368476	0.8900186	1.122275	0.483673919	0.277746757	0.491493981	0.086240276	0.146524891	0.140909507	0.607484193	0.27643711	1.059355278	0.189919418	0.999639281	0.510455622	0.07231164	3.511531292	3.147241564	0.533463677	0.911193023	1.612305313	0.140516919	1.040402	0.251931127	0.146915848	0.248291938	0.919607047	0.687866939	0.740539049	1.099160524	0.097071371	0.526769951	0.109962253	0.133695033	0.02019992	0.579469817	0.418783639	0.021763974
